identifier,digital resource locator,contributing repository,title,date created (W3CDTF),"date created (human readable, for approximate dates)",creator,rights,language,subject,type,extent,spatial,description,publisher,isPartOf,full text available (y/n)?,local data 1,local data 2,local data 3
131516551,catalog.archives.gov/id/131516551,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Bradley,1863-08-10,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1936",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Bradley at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516552,catalog.archives.gov/id/131516552,National Archives at Philadelphia,Correspondence Relating to the Employment of Evelina (Evylina) Bradshaw,1863-07-30,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1937",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Evelina Bradshaw at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516553,catalog.archives.gov/id/131516553,National Archives at Philadelphia,Correspondence Relating to the Employment of Sarah Bradshaw,1863-09-01,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1938",Text,1,Philadelphia (Pa.),This file unit consists of recommendations for employment of Sarah Bradshaw at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516554,catalog.archives.gov/id/131516554,National Archives at Philadelphia,Correspondence Relating to the Employment of Ann Brady,1863-07-31,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1939",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ann Brady at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516555,catalog.archives.gov/id/131516555,National Archives at Philadelphia,Correspondence Relating to the Employment of Catherine Brady,1863-08-05,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1940",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catherine Brady at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516556,catalog.archives.gov/id/131516556,National Archives at Philadelphia,Correspondence Relating to the Employment of Susan Brady,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1941",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Susan Brady at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516557,catalog.archives.gov/id/131516557,National Archives at Philadelphia,Correspondence Relating to the Employment of Catherine Brandan,1863-08-06,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1942",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catherine Brandan at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516558,catalog.archives.gov/id/131516558,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Branson,1863-09-16,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1943",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Branson at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516559,catalog.archives.gov/id/131516559,National Archives at Philadelphia,Correspondence Relating to the Employment of Jane Breen,1863-09-26,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1944",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Jane Breen at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516560,catalog.archives.gov/id/131516560,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Breitag,1863-07-30,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1945",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Breitag at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516561,catalog.archives.gov/id/131516561,National Archives at Philadelphia,Correspondence Relating to the Employment of Eliza Brennan,1863-08-22,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1946",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Eliza Brennan at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516562,catalog.archives.gov/id/131516562,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth Brenton,1863-09-09,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1947",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth Brenton at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516563,catalog.archives.gov/id/131516563,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Brewton,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1948",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Brewton at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516564,catalog.archives.gov/id/131516564,National Archives at Philadelphia,Correspondence Relating to the Employment of Ellen Breyson,1863-12-14,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1949",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ellen Breyson at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516565,catalog.archives.gov/id/131516565,National Archives at Philadelphia,Correspondence Relating to the Employment of Hannah O'Brien,1863-08-05,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1950",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Hannah O'Brien at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516566,catalog.archives.gov/id/131516566,National Archives at Philadelphia,Correspondence Relating to the Employment of Phoebe Ann Briggs,1863-08-30,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1951",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Phoebe Ann Briggs at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516567,catalog.archives.gov/id/131516567,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Bright,1863-05-02,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1952",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Bright at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516568,catalog.archives.gov/id/131516568,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Brooker,1863-08-13,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1953",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Brooker at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516569,catalog.archives.gov/id/131516569,National Archives at Philadelphia,Correspondence Relating to the Employment of Rosanna Brooks,1863-08-03,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1954",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Rosanna Brooks at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516570,catalog.archives.gov/id/131516570,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth Broom,1863-08-06,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1955",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth Broom at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516571,catalog.archives.gov/id/131516571,National Archives at Philadelphia,Correspondence Relating to the Employment of Maria Broom,1863-08-01,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1956",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Maria Broom at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516572,catalog.archives.gov/id/131516572,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Broston,1863-08-22,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1957",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Broston at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516573,catalog.archives.gov/id/131516573,National Archives at Philadelphia,Correspondence Relating to the Employment of Ann Brown,1863-09-23,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1958",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ann Brown at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516574,catalog.archives.gov/id/131516574,National Archives at Philadelphia,Correspondence Relating to the Employment of Jane Brown,1863-09-10,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1959",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Jane Brown at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516575,catalog.archives.gov/id/131516575,National Archives at Philadelphia,Correspondence Relating to the Employment of Kate Brown,1863-08-25,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1960",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Kate Brown at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516576,catalog.archives.gov/id/131516576,National Archives at Philadelphia,Correspondence Relating to the Employment of Kitty Brown,1863-04-15,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1961",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Kitty Brown at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516577,catalog.archives.gov/id/131516577,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Brown,1863-08-14,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1962",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Brown at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516578,catalog.archives.gov/id/131516578,National Archives at Philadelphia,Correspondence Relating to the Employment of Martha Brown,1863-08-14,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1963",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Martha Brown at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516579,catalog.archives.gov/id/131516579,National Archives at Philadelphia,Correspondence Relating to the Employment of Rosanna Brown,1863-08-18,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1964",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Rosanna Brown at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516580,catalog.archives.gov/id/131516580,National Archives at Philadelphia,Correspondence Relating to the Employment of Susan Brown,1863-09-02,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1965",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Susan Brown at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516581,catalog.archives.gov/id/131516581,National Archives at Philadelphia,Correspondence Relating to the Employment of Susanna Brown,1863-09-21,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1966",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Susanna Brown at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
